강우사상번호,연도,월,일,시간,유입량_Qt,유입량_Qt_1_P,유입량_Qt_2_P,유입량_Qt_3_P,유입량_Qt_4_P,유입량_Qt_5_P,유역평균강수량_1h,강수량_지점1_1h,강수량_지점2_1h,강수량_지점3_1h,강수량_지점4_1h,수위_지점1_1h,수위_지점2_1h,유역평균강수량_2h,강수량_지점1_2h,강수량_지점2_2h,강수량_지점3_2h,강수량_지점4_2h,수위_지점1_2h,수위_지점2_2h,유역평균강수량_3h,강수량_지점1_3h,강수량_지점2_3h,강수량_지점3_3h,강수량_지점4_3h,수위_지점1_3h,수위_지점2_3h,유역평균강수량_4h,강수량_지점1_4h,강수량_지점2_4h,강수량_지점3_4h,강수량_지점4_4h,수위_지점1_4h,수위_지점2_4h,유역평균강수량_5h,강수량_지점1_5h,강수량_지점2_5h,강수량_지점3_5h,강수량_지점4_5h,수위_지점1_5h,수위_지점2_5h,유역평균강수량_6h,강수량_지점1_6h,강수량_지점2_6h,강수량_지점3_6h,강수량_지점4_6h,수위_지점1_6h,수위_지점2_6h
81,2017,7,15,22,305.7095768,283.9363275,268.4772213,257.4866083,249.3545297,243.4918847,16.2263,12,9,22,4,2.4,134.49375,16.5255,13,9,22,4,2.4,134.5,16.5255,13,9,22,4,2.4,134.5,16.6739,16,9,22,4,2.4,134.4357143,16.6739,16,9,22,4,2.4,134.456,16.6739,16,9,22,4,2.4,134.475
81,2017,7,15,23,335.5645242,305.7095768,283.9363275,268.4772213,257.4866083,249.3545297,16.5255,13,9,22,4,2.39,134.5,16.6739,16,9,22,4,2.39,134.5,16.6739,16,9,22,4,2.39,134.5083333,16.6739,16,9,22,4,2.39,134.45,16.6739,16,9,22,4,2.39,134.468,16.6739,16,9,22,4,2.39,134.48
81,2017,7,15,24,375.0650357,335.5645242,305.7095768,283.9363275,268.4772213,257.4866083,16.6739,13,9,22,4,2.38,134.50625,16.6739,16,9,22,4,2.38,134.5083333,16.6739,16,9,22,4,2.38,134.5166667,16.7977,16,9,22,4,2.38,134.4607143,16.7977,16,9,22,4,2.38,134.48,16.7977,16,9,22,4,2.38,134.49
81,2017,7,16,1,425.038314,375.0650357,335.5645242,305.7095768,283.9363275,268.4772213,16.6739,16,9,22,4,2.37,134.5125,16.7977,16,9,22,4,2.37,134.5166667,16.7977,16,9,22,4,2.37,134.525,17.2907,20,9,22,4,2.37,134.4714286,17.2907,20,9,22,4,2.37,134.488,17.2907,20,9,22,4,2.37,134.5
81,2017,7,16,2,485.8756714,425.038314,375.0650357,335.5645242,305.7095768,283.9363275,16.7977,16,9,22,4,2.37,134.51875,17.2907,20,9,22,4,2.37,134.525,17.2907,20,9,22,4,2.37,134.5333333,17.9087,21,9,22,4,2.37,134.4821429,17.9087,21,9,22,4,2.37,134.496,17.9087,21,9,22,4,2.37,134.51
81,2017,7,16,3,556.961522,485.8756714,425.038314,375.0650357,335.5645242,305.7095768,17.2907,16,9,22,4,2.36,134.525,17.9087,21,9,22,4,2.36,134.5333333,17.9087,21,9,22,4,2.36,134.5416667,21.0407,21,9,45,6,2.36,134.4928571,21.0407,21,9,45,6,2.36,134.504,21.0407,21,9,45,6,2.36,134.52
81,2017,7,16,4,637.3031657,556.961522,485.8756714,425.038314,375.0650357,335.5645242,17.9087,20,9,22,4,2.37,134.53125,21.0407,21,9,22,4,2.37,134.5416667,21.0407,21,9,22,4,2.37,134.55,26.853,21,9,61,15,2.37,134.5,26.853,21,9,61,15,2.37,134.512,26.853,21,9,61,15,2.37,134.525
81,2017,7,16,5,725.4063435,637.3031657,556.961522,485.8756714,425.038314,375.0650357,21.0407,21,11,22,4,2.41,134.5375,26.853,21,11,22,4,2.41,134.55,26.853,21,11,45,6,2.41,134.5583333,32.5293,26,11,64,28,2.41,134.5071429,32.5293,26,11,64,28,2.41,134.52,32.5293,26,11,64,28,2.41,134.53
81,2017,7,16,6,819.6621342,725.4063435,637.3031657,556.961522,485.8756714,425.038314,26.853,21,23,22,6,2.45,134.54375,32.5293,26,23,45,6,2.45,134.5583333,32.5293,26,23,61,15,2.45,134.575,46.2586,30,23,92,41,2.45,134.5178571,46.2586,30,23,92,41,2.45,134.532,46.2586,30,23,78,41,2.45,134.535
81,2017,7,16,7,918.5045269,819.6621342,725.4063435,637.3031657,556.961522,485.8756714,32.5293,21,48,45,15,2.52,134.55625,46.2586,30,48,61,15,2.52,134.575,46.2586,30,48,64,28,2.52,134.5916667,60.7836,34,48,106,63,2.52,134.5285714,60.7836,34,48,106,63,2.52,134.544,60.7836,34,48,91,63,2.52,134.545
81,2017,7,16,8,1020.226556,918.5045269,819.6621342,725.4063435,637.3031657,556.961522,46.2586,26,55,61,28,2.67,134.56875,60.7836,34,55,64,28,2.67,134.5916667,60.7836,34,55,92,41,2.67,134.6166667,64.9333,35,55,109,67,2.67,134.5428571,64.9333,35,55,109,67,2.67,134.556,64.9333,35,55,94,67,2.67,134.555
81,2017,7,16,9,1122.51453,1020.226556,918.5045269,819.6621342,725.4063435,637.3031657,60.7836,30,55,64,41,2.89,134.5875,64.9333,35,55,92,41,2.89,134.6166667,64.9333,35,55,92,63,2.89,134.6416667,65.6568,35,55,110,67,2.89,134.5571429,65.6568,35,55,110,67,2.89,134.568,65.6568,35,55,94,67,2.89,134.57
81,2017,7,16,10,1223.038667,1122.51453,1020.226556,918.5045269,819.6621342,725.4063435,64.9333,34,55,92,63,3.16,134.60625,65.6568,35,55,92,63,3.16,134.6416667,65.6568,35,55,94,67,3.16,134.675,65.7581,35,55,110,67,3.16,134.575,65.7581,35,55,110,67,3.16,134.584,65.7581,35,55,94,67,3.16,134.585
81,2017,7,16,11,1320.011557,1223.038667,1122.51453,1020.226556,918.5045269,819.6621342,65.6568,35,55,106,67,3.57,134.63125,65.7581,35,55,94,67,3.57,134.675,65.7581,35,55,95,67,3.57,134.7,66.2908,35,55,114,67,3.57,134.5892857,66.2908,35,55,114,67,3.57,134.6,66.2908,35,55,98,67,3.57,134.605
81,2017,7,16,12,1411.845973,1320.011557,1223.038667,1122.51453,1020.226556,918.5045269,65.7581,35,55,95,67,4.03,134.65625,66.2908,35,55,95,67,4.03,134.7,66.2908,35,55,94,67,4.03,134.7333333,66.928,35,55,117,67,4.03,134.6071429,66.928,35,55,117,67,4.03,134.62,66.928,35,55,101,66,4.03,134.625
81,2017,7,16,13,1497.213042,1411.845973,1320.011557,1223.038667,1122.51453,1020.226556,66.2908,35,55,95,67,4.39,134.6875,66.928,35,55,94,67,4.39,134.7333333,66.928,35,55,98,67,4.39,134.775,67.1688,35,55,119,67,4.39,134.6285714,67.1688,35,55,119,67,4.39,134.644,67.1688,35,55,103,66,4.39,134.65
81,2017,7,16,14,1574.771787,1497.213042,1411.845973,1320.011557,1223.038667,1122.51453,66.928,35,55,95,67,4.65,134.725,67.1688,35,55,98,67,4.65,134.775,67.1688,35,55,101,67,4.65,134.8166667,67.2514,35,55,119,66,4.65,134.65,67.2514,35,55,119,66,4.65,134.668,67.2514,35,55,103,66,4.65,134.68
81,2017,7,16,15,1642.874449,1574.771787,1497.213042,1411.845973,1320.011557,1223.038667,67.1688,35,55,98,67,5.01,134.7625,67.2514,35,55,101,67,5.01,134.8166667,67.2514,35,55,103,66,5.01,134.8666667,67.2514,35,55,119,66,5.01,134.675,67.2514,35,55,119,66,5.01,134.696,67.2514,35,55,103,66,5.01,134.71
81,2017,7,16,16,1699.880048,1642.874449,1574.771787,1497.213042,1411.845973,1320.011557,67.2514,35,55,101,66,5.21,134.8,67.2514,35,55,103,66,5.21,134.8666667,67.2514,35,55,103,66,5.21,134.925,67.3056,35,55,119,66,5.21,134.7035714,67.3056,35,55,119,66,5.21,134.728,67.3056,35,55,103,66,5.21,134.745
81,2017,7,16,17,1744.481484,1699.880048,1642.874449,1574.771787,1497.213042,1411.845973,67.2514,35,55,103,66,5.22,134.84375,67.3056,35,55,103,66,5.22,134.925,67.3056,35,55,103,66,5.22,134.9916667,67.3056,35,55,119,66,5.22,134.7357143,67.3056,35,55,119,66,5.22,134.764,67.3056,35,55,103,66,5.22,134.785
81,2017,7,16,18,1775.55238,1744.481484,1699.880048,1642.874449,1574.771787,1497.213042,67.3056,35,55,103,66,5.19,134.89375,67.3056,35,55,103,66,5.19,134.9916667,67.3056,35,55,103,66,5.19,135.05,67.3056,35,55,119,66,5.19,134.7678571,67.3056,35,55,119,66,5.19,134.8,67.2879,35,55,99,66,5.19,134.83
81,2017,7,16,19,1792.355364,1775.55238,1744.481484,1699.880048,1642.874449,1574.771787,67.3056,35,55,103,66,5.14,134.94375,67.3056,35,55,103,66,5.14,135.05,67.3056,35,55,103,66,5.14,135.1166667,67.3056,35,55,119,66,5.14,134.8035714,67.3056,35,55,119,66,5.14,134.84,66.2425,35,55,98,66,5.14,134.875
81,2017,7,16,20,1794.507277,1792.355364,1775.55238,1744.481484,1699.880048,1642.874449,67.3056,35,55,103,66,5.05,135,67.3056,35,55,103,66,5.05,135.1166667,67.3056,35,55,103,66,5.05,135.1833333,67.3056,35,55,119,66,5.05,134.8428571,67.3056,35,55,119,66,5.05,134.884,64.3815,35,55,97,66,5.05,134.92
81,2017,7,16,21,1782.652789,1794.507277,1792.355364,1775.55238,1744.481484,1699.880048,67.3056,35,55,103,66,4.95,135.0625,67.3056,35,55,103,66,4.95,135.1833333,67.3056,35,55,99,66,4.95,135.2583333,67.3056,35,55,105,66,4.95,134.8857143,67.3056,35,55,105,66,4.95,134.932,63.9267,35,55,97,66,4.95,134.97
81,2017,7,16,22,1757.867779,1782.652789,1794.507277,1792.355364,1775.55238,1744.481484,67.3056,35,55,103,66,4.87,135.13125,67.3056,35,55,99,66,4.87,135.2583333,67.3056,35,55,98,66,4.87,135.3333333,67.3374,35,55,104,66,4.87,134.9321429,67.3374,35,55,104,66,4.87,134.984,63.528,35,55,97,66,4.87,135.025
81,2017,7,16,23,1721.925108,1757.867779,1782.652789,1794.507277,1792.355364,1775.55238,67.3056,35,55,103,66,4.76,135.2,67.3374,35,55,98,66,4.76,135.3333333,67.3374,35,55,97,66,4.76,135.4166667,67.3374,35,55,104,66,4.76,134.9821429,67.3374,35,55,104,66,4.76,135.04,63.4838,35,55,97,64,4.76,135.085
81,2017,7,16,24,1676.857536,1721.925108,1757.867779,1782.652789,1794.507277,1792.355364,67.3374,35,55,99,66,4.68,135.275,67.3374,35,55,97,66,4.68,135.4166667,67.3374,35,55,97,66,4.68,135.4916667,67.3374,35,55,103,66,4.68,135.0321429,67.3197,35,55,103,66,4.68,135.092,63.4838,35,55,97,63,4.68,135.15
81,2017,7,17,1,1625.040428,1676.857536,1721.925108,1757.867779,1782.652789,1794.507277,67.3374,35,55,98,66,4.59,135.34375,67.3374,35,55,97,66,4.59,135.4916667,67.3374,35,55,97,66,4.59,135.5666667,67.3374,35,55,103,64,4.59,135.0857143,66.2743,35,55,103,64,4.59,135.148,63.4838,35,55,97,63,4.59,135.215
81,2017,7,17,2,1568.833748,1625.040428,1676.857536,1721.925108,1757.867779,1782.652789,67.3374,35,55,97,66,4.51,135.41875,67.3374,35,55,97,66,4.51,135.5666667,67.3374,35,55,97,64,4.51,135.65,67.3197,35,55,103,63,4.51,135.1428571,64.4133,35,55,103,63,4.51,135.208,63.4838,35,55,97,63,4.51,135.285
81,2017,7,17,3,1510.19324,1568.833748,1625.040428,1676.857536,1721.925108,1757.867779,67.3374,35,55,97,64,4.44,135.49375,67.3197,35,55,97,64,4.44,135.65,67.3197,35,55,97,63,4.44,135.725,66.2743,35,55,103,63,4.44,135.1964286,63.9585,35,55,103,63,4.44,135.268,63.4838,35,55,97,63,4.44,135.355
81,2017,7,17,4,1450.841481,1510.19324,1568.833748,1625.040428,1676.857536,1721.925108,67.3197,35,55,97,63,4.36,135.56875,66.2743,35,55,97,63,4.36,135.725,66.2743,35,55,97,63,4.36,135.8,64.4133,35,55,103,63,4.36,135.2535714,63.528,35,55,103,63,4.36,135.332,63.4838,35,55,97,63,4.36,135.425
81,2017,7,17,5,1391.972584,1450.841481,1510.19324,1568.833748,1625.040428,1676.857536,66.2743,35,55,97,63,4.3,135.64375,64.4133,35,55,97,63,4.3,135.8,64.4133,35,55,97,63,4.3,135.8666667,63.9585,35,55,103,63,4.3,135.3107143,63.4838,35,55,103,63,4.3,135.396,63.4838,35,55,97,63,4.3,135.495
81,2017,7,17,6,1334.596544,1391.972584,1450.841481,1510.19324,1568.833748,1625.040428,64.4133,35,55,97,63,4.24,135.7125,63.9585,35,55,97,63,4.24,135.8666667,63.9585,35,55,97,63,4.24,135.9416667,63.528,35,55,103,63,4.24,135.3714286,63.4838,35,55,103,63,4.24,135.464,63.4425,35,55,97,63,4.24,135.565
81,2017,7,17,7,1279.515336,1334.596544,1391.972584,1450.841481,1510.19324,1568.833748,63.9585,35,55,97,63,4.17,135.7875,63.528,35,55,97,63,4.17,135.9416667,63.528,35,55,97,63,4.17,136.0166667,63.6653,35,55,103,64,4.17,135.4357143,63.6653,35,55,103,64,4.17,135.532,63.0516,35,55,97,64,4.17,135.635
81,2017,7,17,8,1227.365952,1279.515336,1334.596544,1391.972584,1450.841481,1510.19324,63.528,35,55,97,63,4.11,135.8625,63.6653,35,55,97,63,4.11,136.0166667,63.6653,35,55,97,63,4.11,136.0833333,63.6653,35,55,103,64,4.11,135.5,63.6653,35,55,103,64,4.11,135.6,61.972,35,55,97,64,4.11,135.71
81,2017,7,17,9,1178.333447,1227.365952,1279.515336,1334.596544,1391.972584,1450.841481,63.6653,35,55,97,63,4.05,135.93125,63.6653,35,55,97,63,4.05,136.0833333,63.6653,35,54,97,64,4.05,136.15,63.6653,36,54,99,64,4.05,135.5678571,63.6653,36,54,99,64,4.05,135.668,61.4856,36,55,97,64,4.05,135.78
81,2017,7,17,10,1132.440292,1178.333447,1227.365952,1279.515336,1334.596544,1391.972584,63.6653,35,55,97,64,3.99,136,63.6653,36,55,97,64,3.99,136.15,63.6653,36,54,97,64,3.99,136.2083333,63.6653,36,54,98,64,3.99,135.6321429,63.6653,36,54,98,64,3.99,135.736,61.1891,36,54,97,64,3.99,135.85
81,2017,7,17,11,1089.510537,1132.440292,1178.333447,1227.365952,1279.515336,1334.596544,63.6653,35,55,97,64,3.95,136.06875,63.6653,36,55,97,64,3.95,136.2083333,63.6653,36,54,97,64,3.95,136.2583333,63.6653,36,54,97,64,3.95,135.6964286,63.6653,36,54,97,64,3.95,135.8,61.142,36,54,97,64,3.95,135.92
81,2017,7,17,12,1049.336658,1089.510537,1132.440292,1178.333447,1227.365952,1279.515336,63.6653,36,55,97,64,3.89,136.13125,63.6653,36,55,97,64,3.89,136.2583333,63.6653,36,54,97,64,3.89,136.3166667,63.6653,36,54,97,64,3.89,135.7607143,63.624,36,54,97,64,3.89,135.868,61.1127,36,54,97,64,3.89,135.985
81,2017,7,17,13,1011.783253,1049.336658,1089.510537,1132.440292,1178.333447,1227.365952,63.6653,36,55,97,64,3.85,136.19375,63.6653,36,55,97,64,3.85,136.3166667,63.6653,36,54,97,64,3.85,136.3666667,63.6653,36,54,97,64,3.85,135.825,63.0516,36,54,97,64,3.85,135.932,61.1127,36,54,97,64,3.85,136.05
81,2017,7,17,14,976.7463965,1011.783253,1049.336658,1089.510537,1132.440292,1178.333447,63.6653,36,55,97,64,3.8,136.25,63.6653,36,55,97,64,3.8,136.3666667,63.6653,36,54,97,64,3.8,136.4166667,63.624,36,54,97,64,3.8,135.8892857,61.972,36,54,97,64,3.8,135.996,61.1127,36,54,97,64,3.8,136.11
81,2017,7,17,15,944.175951,976.7463965,1011.783253,1049.336658,1089.510537,1132.440292,63.6653,36,55,97,64,3.76,136.30625,63.624,36,55,97,64,3.76,136.4166667,63.624,36,54,97,64,3.76,136.4666667,63.0516,36,54,97,64,3.76,135.9535714,61.4856,36,54,97,64,3.76,136.06,60.9454,36,54,97,64,3.76,136.175
81,2017,7,17,16,914.004836,944.175951,976.7463965,1011.783253,1049.336658,1089.510537,63.624,36,55,97,64,3.72,136.35625,63.0516,36,54,97,64,3.72,136.4666667,63.0516,36,54,97,64,3.72,136.5083333,61.972,36,54,97,64,3.72,136.0142857,61.1891,36,54,97,64,3.72,136.12,60.7106,36,54,74,64,3.72,136.235
81,2017,7,17,17,886.0444183,914.004836,944.175951,976.7463965,1011.783253,1049.336658,63.0516,36,54,97,64,3.68,136.40625,61.972,36,54,97,64,3.68,136.5083333,61.972,36,54,97,64,3.68,136.5583333,61.4856,36,54,97,64,3.68,136.075,61.142,36,54,97,64,3.68,136.18,59.8089,36,54,58,64,3.68,136.29
81,2017,7,17,18,860.0192332,886.0444183,914.004836,944.175951,976.7463965,1011.783253,61.972,36,54,97,64,3.65,136.45625,61.4856,36,54,97,64,3.65,136.5583333,61.4856,36,54,97,64,3.65,136.6,61.8001,36,54,97,64,3.65,136.1357143,61.7237,36,54,97,64,3.65,136.236,59.4654,36,54,55,64,3.65,136.345
81,2017,7,17,19,835.4280432,860.0192332,886.0444183,914.004836,944.175951,976.7463965,61.4856,36,54,97,64,3.61,136.5,61.8001,36,54,97,64,3.61,136.6,61.8001,36,47,74,64,3.61,136.6333333,62.0611,36,47,97,64,3.61,136.1928571,62.0318,36,47,97,64,3.61,136.292,57.366,36,54,27,64,3.61,136.395
81,2017,7,17,20,811.7291555,835.4280432,860.0192332,886.0444183,914.004836,944.175951,61.8001,35,54,97,64,3.58,136.54375,62.0611,35,54,74,64,3.58,136.6333333,62.0611,35,47,58,64,3.58,136.675,62.4703,35,47,97,64,3.58,136.25,62.4703,35,47,97,64,3.58,136.348,54.3653,35,47,13,62,3.58,136.44
81,2017,7,17,21,788.4448269,811.7291555,835.4280432,860.0192332,886.0444183,914.004836,62.0611,35,54,97,64,3.54,136.5875,62.4703,35,54,58,64,3.54,136.675,62.4703,35,47,55,64,3.54,136.7083333,62.5019,35,47,97,64,3.54,136.3035714,62.3346,35,47,97,64,3.54,136.4,52.7257,35,47,10,53,3.54,136.49
81,2017,7,17,22,765.2961955,788.4448269,811.7291555,835.4280432,860.0192332,886.0444183,62.4703,35,54,74,64,3.5,136.63125,62.5019,35,54,55,64,3.5,136.7083333,62.5019,35,46,27,64,3.5,136.7416667,62.5019,35,46,97,62,3.5,136.3571429,62.0998,35,46,97,62,3.5,136.448,52.6818,35,47,9,40,3.5,136.535
81,2017,7,17,23,742.7359751,765.2961955,788.4448269,811.7291555,835.4280432,860.0192332,62.5019,35,54,58,64,3.47,136.66875,62.5019,35,54,27,64,3.47,136.7416667,62.5019,35,46,13,62,3.47,136.7833333,62.3346,35,46,97,53,3.47,136.4107143,61.1981,35,46,97,53,3.47,136.496,52.3826,35,46,9,27,3.47,136.575
81,2017,7,17,24,721.2700743,742.7359751,765.2961955,788.4448269,811.7291555,835.4280432,62.5019,35,54,55,62,3.44,136.70625,62.3346,35,54,13,62,3.44,136.7833333,62.3346,35,46,10,53,3.44,136.8166667,62.0998,35,46,97,40,3.44,136.4607143,60.2436,35,46,97,40,3.44,136.54,52.2342,35,46,5,5,3.44,136.62
81,2017,7,18,1,700.8856055,721.2700743,742.7359751,765.2961955,788.4448269,811.7291555,62.3346,35,54,27,53,3.41,136.74375,62.0998,35,54,10,53,3.41,136.8166667,62.0998,35,46,9,40,3.41,136.85,61.1981,35,46,97,27,3.41,136.5071429,57.8361,35,46,97,27,3.41,136.584,52.2342,35,46,2,1,3.41,136.66
81,2017,7,18,2,681.4342316,700.8856055,721.2700743,742.7359751,765.2961955,788.4448269,62.0998,34,54,13,40,3.38,136.775,61.1981,34,47,9,40,3.38,136.85,61.1981,34,46,9,27,3.38,136.875,60.2436,34,46,97,5,3.38,136.55,54.3969,34,46,97,5,3.38,136.624,52.1104,34,46,0,1,3.38,136.7
81,2017,7,18,3,662.7446137,681.4342316,700.8856055,721.2700743,742.7359751,765.2961955,61.1981,32,47,10,27,3.35,136.80625,60.2436,32,47,9,27,3.35,136.875,60.2436,32,46,5,5,3.35,136.9083333,57.8361,32,46,97,1,3.35,136.5928571,52.7257,32,46,97,1,3.35,136.664,51.6174,32,46,0,1,3.35,136.735
81,2017,7,18,4,644.6986092,662.7446137,681.4342316,700.8856055,721.2700743,742.7359751,60.2436,32,47,9,5,3.32,136.84375,57.8361,32,47,5,5,3.32,136.9083333,57.8361,32,46,2,1,3.32,136.9416667,54.3969,32,46,97,1,3.32,136.6357143,52.6818,32,46,97,1,3.32,136.704,50.9994,32,46,0,1,3.32,136.77
81,2017,7,18,5,627.4138627,644.6986092,662.7446137,681.4342316,700.8856055,721.2700743,57.8361,25,47,9,1,3.3,136.875,54.3969,25,46,2,1,3.3,136.9416667,54.3969,25,44,0,1,3.3,136.9666667,52.7257,25,44,97,1,3.3,136.675,52.3826,25,44,97,1,3.3,136.74,47.8674,25,46,0,1,3.3,136.805
81,2017,7,18,6,611.1630447,627.4138627,644.6986092,662.7446137,681.4342316,700.8856055,54.3969,24,46,5,1,3.27,136.90625,52.7257,24,46,0,1,3.27,136.9666667,52.7257,24,32,0,1,3.27,137,52.7675,24,32,98,1,3.27,136.7142857,52.3199,24,32,98,1,3.27,136.78,42.1408,24,44,1,1,3.27,136.835
81,2017,7,18,7,596.6031406,611.1630447,627.4138627,644.6986092,662.7446137,681.4342316,52.7257,24,46,2,1,3.24,136.9375,52.7675,24,46,0,1,3.24,137,52.7675,24,7,0,1,3.24,137.0333333,52.4683,24,7,75,1,3.24,136.7535714,52.3199,24,7,75,1,3.24,136.816,36.4645,24,32,1,1,3.24,136.87
81,2017,7,18,8,584.3086867,596.6031406,611.1630447,627.4138627,644.6986092,662.7446137,52.7675,23,46,0,1,3.22,136.96875,52.4683,23,46,0,1,3.22,137.0333333,52.4683,23,0,1,1,3.22,137.0583333,52.3199,23,0,59,1,3.22,136.7892857,52.1961,23,0,59,1,3.22,136.848,22.7352,23,7,1,1,3.22,136.905
81,2017,7,18,9,574.1401065,584.3086867,596.6031406,611.1630447,627.4138627,644.6986092,52.4683,23,46,0,1,3.2,137,52.3199,23,46,1,1,3.2,137.0583333,52.3199,23,0,1,1,3.2,137.0833333,52.3394,23,0,56,1,3.2,136.825,51.7226,23,0,56,1,3.2,136.88,8.2297,23,0,1,1,3.2,136.935
81,2017,7,18,10,565.8108756,574.1401065,584.3086867,596.6031406,611.1630447,627.4138627,52.3199,20,46,1,1,3.18,137.025,52.3394,20,46,1,1,3.18,137.0833333,52.3394,20,0,1,1,3.18,137.1083333,52.2156,20,0,28,1,3.18,136.8571429,51.1046,20,0,28,1,3.18,136.908,4.08,20,0,1,1,3.18,136.965
81,2017,7,18,11,559.1607917,565.8108756,574.1401065,584.3086867,596.6031406,611.1630447,52.3394,20,46,1,1,3.15,137.05,52.2156,20,46,1,1,3.15,137.1083333,52.2156,20,0,1,1,3.15,137.125,51.7226,20,0,14,1,3.15,136.8857143,47.9726,20,0,14,1,3.15,136.936,3.3565,20,0,1,1,3.15,136.99
81,2017,7,18,12,554.0464002,559.1607917,565.8108756,574.1401065,584.3086867,596.6031406,52.2156,20,46,1,1,3.14,137.075,51.7226,20,44,1,1,3.14,137.125,51.7226,20,0,1,1,3.14,137.1416667,51.1335,20,0,11,1,3.14,136.9142857,42.1892,20,0,11,1,3.14,136.964,3.2841,20,0,1,1,3.14,137.015
81,2017,7,18,13,550.2649166,554.0464002,559.1607917,565.8108756,574.1401065,584.3086867,51.7226,16,44,1,1,3.12,137.09375,51.1335,16,32,1,1,3.12,137.1416667,51.1335,16,0,1,1,3.12,137.1583333,48.0015,16,0,10,1,3.12,136.9392857,36.5129,16,0,10,1,3.12,136.988,2.7514,16,0,1,1,3.12,137.04
81,2017,7,18,14,547.5441884,550.2649166,554.0464002,559.1607917,565.8108756,574.1401065,51.1335,15,32,1,1,3.11,137.1125,48.0015,15,7,1,1,3.11,137.1583333,48.0015,15,0,1,1,3.11,137.175,42.1892,15,0,10,1,3.11,136.9642857,22.7836,15,0,10,1,3.11,137.012,2.1142,15,0,1,1,3.11,137.06
81,2017,7,18,15,545.3939228,547.5441884,550.2649166,554.0464002,559.1607917,565.8108756,48.0015,15,7,1,1,3.09,137.13125,42.1892,15,0,1,1,3.09,137.175,42.1892,15,0,1,1,3.09,137.1833333,36.5129,15,0,6,1,3.09,136.9892857,8.2586,15,0,6,1,3.09,137.032,1.8734,15,0,1,1,3.09,137.08
81,2017,7,18,16,543.2602681,545.3939228,547.5441884,550.2649166,554.0464002,559.1607917,42.1892,15,0,1,1,3.07,137.14375,36.5129,15,0,1,1,3.07,137.1833333,36.5129,15,0,1,1,3.07,137.1916667,22.7836,15,0,3,1,3.07,137.0107143,4.1089,15,0,3,1,3.07,137.052,1.7908,15,0,1,1,3.07,137.1
81,2017,7,18,17,540.5532772,543.2602681,545.3939228,547.5441884,550.2649166,554.0464002,36.5129,10,0,1,1,3.05,137.15625,22.7836,10,0,1,1,3.05,137.1916667,22.7836,10,0,1,1,3.05,137.2,8.2586,10,0,1,1,3.05,137.0321429,3.3854,10,0,1,1,3.05,137.072,1.7908,10,0,1,1,3.05,137.115
81,2017,7,18,18,536.6643676,540.5532772,543.2602681,545.3939228,547.5441884,550.2649166,22.7836,6,0,1,1,3.03,137.16875,8.2586,6,0,1,1,3.03,137.2,8.2586,6,0,1,1,3.03,137.2,4.1089,6,0,1,1,3.03,137.05,3.2841,6,0,1,1,3.03,137.088,1.7366,6,0,1,1,3.03,137.13
81,2017,7,18,19,530.9465094,536.6643676,540.5532772,543.2602681,545.3939228,547.5441884,8.2586,2,0,1,1,3,137.18125,4.1089,2,0,1,1,3,137.2,4.1089,2,0,1,1,3,137.2,3.3854,2,0,1,1,3,137.0678571,2.7514,2,0,1,1,3,137.104,1.7366,2,0,1,1,3,137.145
81,2017,7,18,20,522.9894429,530.9465094,536.6643676,540.5532772,543.2602681,545.3939228,4.1089,1,0,1,1,2.98,137.1875,3.3854,1,0,1,1,2.98,137.2,3.3854,1,0,1,1,2.98,137.2,3.2841,1,0,1,1,2.98,137.0857143,2.1142,1,0,1,1,2.98,137.12,1.7366,1,0,1,1,2.98,137.155
81,2017,7,18,21,513.3684374,522.9894429,530.9465094,536.6643676,540.5532772,543.2602681,3.3854,1,0,1,1,2.96,137.19375,3.2841,1,0,1,1,2.96,137.2,3.2841,1,0,1,1,2.96,137.2083333,2.7514,1,0,1,1,2.96,137.1035714,1.8734,1,0,1,1,2.96,137.136,1.7366,1,0,1,1,2.96,137.165
81,2017,7,18,22,502.8468429,513.3684374,522.9894429,530.9465094,536.6643676,540.5532772,3.2841,1,0,1,1,2.94,137.20625,2.7514,1,0,1,1,2.94,137.2083333,2.7514,1,0,1,1,2.94,137.2166667,2.1142,1,0,1,1,2.94,137.1214286,1.7908,1,0,1,1,2.94,137.152,1.7366,1,0,1,1,2.94,137.18
87,2018,7,1,6,155.6470378,153.6148119,151.7951498,150.4120822,149.5923918,149.2968073,14.2576,32,0,0,0,1.93,120.49375,10.9657,32,0,0,0,1.93,120.4666667,10.9657,32,0,0,0,1.93,120.4666667,7.9442,32,0,1,0,1.93,120.5357143,1.115,32,0,1,0,1.93,120.528,0.8413,32,0,1,0,1.93,120.515
87,2018,7,1,7,157.444858,155.6470378,153.6148119,151.7951498,150.4120822,149.5923918,10.9657,20,1,0,0,1.93,120.4875,7.9442,20,1,0,0,1.93,120.4666667,7.9442,20,1,0,0,1.93,120.4666667,7.8916,21,1,14,8,1.93,120.5321429,5.055,21,1,14,8,1.93,120.524,4.7653,21,1,14,8,1.93,120.51
87,2018,7,1,8,158.7165976,157.444858,155.6470378,153.6148119,151.7951498,150.4120822,7.9442,11,5,0,0,1.92,120.48125,7.8916,12,5,0,0,1.92,120.4666667,7.8916,12,5,1,0,1.92,120.4666667,13.3484,21,5,19,24,1.92,120.5285714,13.3001,21,5,19,24,1.92,120.52,12.9398,21,5,19,24,1.92,120.505
